Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds,driver_median_lap,abs_delta_from_median,stint_baseline_lap_time,lap_time_delta_from_stint_start,normalized_lap_time,fuel_adjusted_lap_time,stint_baseline_fuel_adjusted_lap_time,fuel_adjusted_degradation_delta,race_max_lap,race_phase,stint_max_tyre_life,stint_progress,tyre_life_squared,lap_number_squared,is_first_stint,is_second_stint,is_late_race,is_early_race,is_soft,is_medium,is_hard,soft_tyre_life,medium_tyre_life,hard_tyre_life,stint_lap_count
ALB,Williams,6.0,0 days 00:01:35.917000,0 days 00:00:28.506000,0 days 00:00:30.745000,0 days 00:00:36.666000,INTERMEDIATE,6.0,1.0,,,12,13.0,False,2024,Canada,R,95.917,28.506,30.745,36.666,88.709,7.207999999999998,95.917,0.0,7.207999999999998,96.277,96.277,0.0,66.0,0.09090909090909091,24.0,0.25,36.0,36.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,7.0,0 days 00:01:33.969000,0 days 00:00:27.717000,0 days 00:00:30.143000,0 days 00:00:36.109000,INTERMEDIATE,7.0,1.0,,,1,13.0,False,2024,Canada,R,93.969,27.717,30.143,36.109,88.709,5.259999999999991,95.917,-1.9480000000000075,5.259999999999991,94.389,96.277,-1.8880000000000052,66.0,0.10606060606060606,24.0,0.2916666666666667,49.0,49.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,8.0,0 days 00:01:32.963000,0 days 00:00:27.244000,0 days 00:00:29.825000,0 days 00:00:35.894000,INTERMEDIATE,8.0,1.0,,,1,12.0,False,2024,Canada,R,92.963,27.244,29.825,35.894,88.709,4.253999999999991,95.917,-2.9540000000000077,4.253999999999991,93.443,96.277,-2.834000000000003,66.0,0.12121212121212122,24.0,0.3333333333333333,64.0,64.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,9.0,0 days 00:01:32.225000,0 days 00:00:26.888000,0 days 00:00:29.706000,0 days 00:00:35.631000,INTERMEDIATE,9.0,1.0,,,1,12.0,False,2024,Canada,R,92.225,26.888,29.706,35.631,88.709,3.515999999999991,95.917,-3.6920000000000073,3.515999999999991,92.765,96.277,-3.5120000000000005,66.0,0.13636363636363635,24.0,0.375,81.0,81.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,10.0,0 days 00:01:31.606000,0 days 00:00:27.260000,0 days 00:00:29.291000,0 days 00:00:35.055000,INTERMEDIATE,10.0,1.0,,,1,12.0,False,2024,Canada,R,91.606,27.26,29.291,35.055,88.709,2.8969999999999914,95.917,-4.311000000000007,2.8969999999999914,92.20599999999999,96.277,-4.071000000000012,66.0,0.15151515151515152,24.0,0.4166666666666667,100.0,100.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,11.0,0 days 00:01:33.286000,0 days 00:00:27.067000,0 days 00:00:30.036000,0 days 00:00:36.183000,INTERMEDIATE,11.0,1.0,,,1,12.0,False,2024,Canada,R,93.286,27.067,30.036,36.183,88.709,4.576999999999998,95.917,-2.6310000000000002,4.576999999999998,93.946,96.277,-2.331000000000003,66.0,0.16666666666666666,24.0,0.4583333333333333,121.0,121.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,12.0,0 days 00:01:33.609000,0 days 00:00:27.549000,0 days 00:00:30.374000,0 days 00:00:35.686000,INTERMEDIATE,12.0,1.0,,,1,11.0,False,2024,Canada,R,93.609,27.549,30.374,35.686,88.709,4.8999999999999915,95.917,-2.308000000000007,4.8999999999999915,94.329,96.277,-1.9480000000000075,66.0,0.18181818181818182,24.0,0.5,144.0,144.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,13.0,0 days 00:01:30.275000,0 days 00:00:26.629000,0 days 00:00:28.931000,0 days 00:00:34.715000,INTERMEDIATE,13.0,1.0,,,1,11.0,False,2024,Canada,R,90.275,26.629,28.931,34.715,88.709,1.5660000000000025,95.917,-5.641999999999996,1.5660000000000025,91.055,96.277,-5.221999999999994,66.0,0.19696969696969696,24.0,0.5416666666666666,169.0,169.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,14.0,0 days 00:01:29.832000,0 days 00:00:26.505000,0 days 00:00:28.870000,0 days 00:00:34.457000,INTERMEDIATE,14.0,1.0,,,1,11.0,False,2024,Canada,R,89.832,26.505,28.87,34.457,88.709,1.1229999999999905,95.917,-6.085000000000008,1.1229999999999905,90.672,96.277,-5.605000000000004,66.0,0.21212121212121213,24.0,0.5833333333333334,196.0,196.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
ALB,Williams,15.0,0 days 00:01:29.027000,0 days 00:00:26.048000,0 days 00:00:28.646000,0 days 00:00:34.333000,INTERMEDIATE,15.0,1.0,,,1,11.0,False,2024,Canada,R,89.027,26.048,28.646,34.333,88.709,0.31799999999999784,95.917,-6.890000000000001,0.31799999999999784,89.927,96.277,-6.349999999999994,66.0,0.22727272727272727,24.0,0.625,225.0,225.0,1,0,0,1,0,0,0,0.0,0.0,0.0,18
