Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds,driver_median_lap,abs_delta_from_median,stint_baseline_lap_time,lap_time_delta_from_stint_start,normalized_lap_time,fuel_adjusted_lap_time,stint_baseline_fuel_adjusted_lap_time,fuel_adjusted_degradation_delta,race_max_lap,race_phase,stint_max_tyre_life,stint_progress,tyre_life_squared,lap_number_squared,is_first_stint,is_second_stint,is_late_race,is_early_race,is_soft,is_medium,is_hard,soft_tyre_life,medium_tyre_life,hard_tyre_life,stint_lap_count
ALB,Williams,2.0,0 days 00:01:23.703000,0 days 00:00:24.710000,0 days 00:00:34.072000,0 days 00:00:24.921000,SOFT,5.0,1.0,,,1,14.0,False,2025,Spain,R,83.703,24.71,34.072,24.921,81.9615,1.741500000000002,83.703,0.0,1.741500000000002,83.82300000000001,83.82300000000001,0.0,66.0,0.030303030303030304,8.0,0.625,25.0,4.0,1,0,0,1,1,0,0,5.0,0.0,0.0,4
ALB,Williams,3.0,0 days 00:01:22.585000,0 days 00:00:24.187000,0 days 00:00:33.553000,0 days 00:00:24.845000,SOFT,6.0,1.0,,,1,14.0,False,2025,Spain,R,82.585,24.187,33.553,24.845,81.9615,0.6234999999999928,83.703,-1.1180000000000092,0.6234999999999928,82.765,83.82300000000001,-1.058000000000007,66.0,0.045454545454545456,8.0,0.75,36.0,9.0,1,0,0,1,1,0,0,6.0,0.0,0.0,4
ALB,Williams,4.0,0 days 00:01:22.127000,0 days 00:00:24.038000,0 days 00:00:33.274000,0 days 00:00:24.815000,SOFT,7.0,1.0,,,1,14.0,False,2025,Spain,R,82.127,24.038,33.274,24.815,81.9615,0.16549999999999443,83.703,-1.5760000000000076,0.16549999999999443,82.36699999999999,83.82300000000001,-1.4560000000000173,66.0,0.06060606060606061,8.0,0.875,49.0,16.0,1,0,0,1,1,0,0,7.0,0.0,0.0,4
ALB,Williams,5.0,0 days 00:01:22.537000,0 days 00:00:24.110000,0 days 00:00:33.503000,0 days 00:00:24.924000,SOFT,8.0,1.0,,,1,14.0,False,2025,Spain,R,82.537,24.11,33.503,24.924,81.9615,0.5755000000000052,83.703,-1.1659999999999968,0.5755000000000052,82.837,83.82300000000001,-0.9860000000000042,66.0,0.07575757575757576,8.0,1.0,64.0,25.0,1,0,0,1,1,0,0,8.0,0.0,0.0,4
ALB,Williams,8.0,0 days 00:01:20.543000,0 days 00:00:23.986000,0 days 00:00:32.373000,0 days 00:00:24.184000,SOFT,2.0,2.0,,,1,19.0,False,2025,Spain,R,80.543,23.986,32.373,24.184,81.9615,1.4184999999999945,80.543,0.0,-1.4184999999999945,81.02300000000001,81.02300000000001,0.0,66.0,0.12121212121212122,19.0,0.10526315789473684,4.0,64.0,0,1,0,1,1,0,0,2.0,0.0,0.0,17
ALB,Williams,9.0,0 days 00:01:20.508000,0 days 00:00:23.867000,0 days 00:00:32.458000,0 days 00:00:24.183000,SOFT,3.0,2.0,,,1,18.0,False,2025,Spain,R,80.508,23.867,32.458,24.183,81.9615,1.4535000000000053,80.543,-0.0350000000000108,-1.4535000000000053,81.048,81.02300000000001,0.024999999999991473,66.0,0.13636363636363635,19.0,0.15789473684210525,9.0,81.0,0,1,0,1,1,0,0,3.0,0.0,0.0,17
ALB,Williams,10.0,0 days 00:01:21.462000,0 days 00:00:24.441000,0 days 00:00:32.712000,0 days 00:00:24.309000,SOFT,4.0,2.0,,,1,18.0,False,2025,Spain,R,81.462,24.441,32.712,24.309,81.9615,0.4994999999999976,80.543,0.9189999999999969,-0.4994999999999976,82.062,81.02300000000001,1.0389999999999873,66.0,0.15151515151515152,19.0,0.21052631578947367,16.0,100.0,0,1,0,1,1,0,0,4.0,0.0,0.0,17
ALB,Williams,11.0,0 days 00:01:21.011000,0 days 00:00:23.787000,0 days 00:00:32.862000,0 days 00:00:24.362000,SOFT,5.0,2.0,,,1,18.0,False,2025,Spain,R,81.011,23.787,32.862,24.362,81.9615,0.9505000000000052,80.543,0.4679999999999893,-0.9505000000000052,81.67099999999999,81.02300000000001,0.6479999999999819,66.0,0.16666666666666666,19.0,0.2631578947368421,25.0,121.0,0,1,0,1,1,0,0,5.0,0.0,0.0,17
ALB,Williams,12.0,0 days 00:01:21.879000,0 days 00:00:24.083000,0 days 00:00:33.150000,0 days 00:00:24.646000,SOFT,6.0,2.0,,,1,18.0,False,2025,Spain,R,81.879,24.083,33.15,24.646,81.9615,0.08249999999999602,80.543,1.3359999999999985,-0.08249999999999602,82.599,81.02300000000001,1.5759999999999934,66.0,0.18181818181818182,19.0,0.3157894736842105,36.0,144.0,0,1,0,1,1,0,0,6.0,0.0,0.0,17
ALB,Williams,13.0,0 days 00:01:21.932000,0 days 00:00:24.115000,0 days 00:00:33.153000,0 days 00:00:24.664000,SOFT,7.0,2.0,,,1,18.0,False,2025,Spain,R,81.932,24.115,33.153,24.664,81.9615,0.02949999999999875,80.543,1.3889999999999958,-0.02949999999999875,82.712,81.02300000000001,1.688999999999993,66.0,0.19696969696969696,19.0,0.3684210526315789,49.0,169.0,0,1,0,1,1,0,0,7.0,0.0,0.0,17
ALB,Williams,14.0,0 days 00:01:21.793000,0 days 00:00:24.091000,0 days 00:00:33.228000,0 days 00:00:24.474000,SOFT,8.0,2.0,,,1,18.0,False,2025,Spain,R,81.793,24.091,33.228,24.474,81.9615,0.16849999999999454,80.543,1.25,-0.16849999999999454,82.63300000000001,81.02300000000001,1.6099999999999994,66.0,0.21212121212121213,19.0,0.42105263157894735,64.0,196.0,0,1,0,1,1,0,0,8.0,0.0,0.0,17
ALB,Williams,15.0,0 days 00:01:21.738000,0 days 00:00:23.962000,0 days 00:00:33.071000,0 days 00:00:24.705000,SOFT,9.0,2.0,,,1,17.0,False,2025,Spain,R,81.738,23.962,33.071,24.705,81.9615,0.22350000000000136,80.543,1.1949999999999932,-0.22350000000000136,82.638,81.02300000000001,1.6149999999999949,66.0,0.22727272727272727,19.0,0.47368421052631576,81.0,225.0,0,1,0,1,1,0,0,9.0,0.0,0.0,17
ALB,Williams,16.0,0 days 00:01:21.783000,0 days 00:00:24.101000,0 days 00:00:33.074000,0 days 00:00:24.608000,SOFT,10.0,2.0,,,1,16.0,False,2025,Spain,R,81.783,24.101,33.074,24.608,81.9615,0.17849999999999966,80.543,1.2399999999999949,-0.17849999999999966,82.743,81.02300000000001,1.7199999999999847,66.0,0.24242424242424243,19.0,0.5263157894736842,100.0,256.0,0,1,0,1,1,0,0,10.0,0.0,0.0,17
ALB,Williams,17.0,0 days 00:01:21.649000,0 days 00:00:23.934000,0 days 00:00:33,0 days 00:00:24.715000,SOFT,11.0,2.0,,,1,16.0,False,2025,Spain,R,81.649,23.934,33.0,24.715,81.9615,0.3125,80.543,1.1059999999999945,-0.3125,82.669,81.02300000000001,1.6459999999999866,66.0,0.25757575757575757,19.0,0.5789473684210527,121.0,289.0,0,1,0,1,1,0,0,11.0,0.0,0.0,17
