Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds
NOR,McLaren,1.0,,,,,HARD,1.0,1.0,,,12,,False,2026,China,R,,,,
GAS,Alpine,1.0,0 days 00:01:42.591000,,0 days 00:00:30.332000,0 days 00:00:42.559000,MEDIUM,1.0,1.0,,,12,5.0,False,2026,China,R,102.591,,30.332,42.559
GAS,Alpine,2.0,0 days 00:01:38.917000,0 days 00:00:26.232000,0 days 00:00:30.273000,0 days 00:00:42.412000,MEDIUM,2.0,1.0,,,1,5.0,False,2026,China,R,98.917,26.232,30.273,42.412
GAS,Alpine,3.0,0 days 00:01:38.923000,0 days 00:00:26.327000,0 days 00:00:30.046000,0 days 00:00:42.550000,MEDIUM,3.0,1.0,,,1,5.0,False,2026,China,R,98.923,26.327,30.046,42.55
GAS,Alpine,4.0,0 days 00:01:38.717000,0 days 00:00:26.278000,0 days 00:00:29.879000,0 days 00:00:42.560000,MEDIUM,4.0,1.0,,,1,5.0,False,2026,China,R,98.717,26.278,29.879,42.56
GAS,Alpine,5.0,0 days 00:01:38.474000,0 days 00:00:26.142000,0 days 00:00:29.826000,0 days 00:00:42.506000,MEDIUM,5.0,1.0,,,1,5.0,False,2026,China,R,98.474,26.142,29.826,42.506
GAS,Alpine,6.0,0 days 00:01:38.298000,0 days 00:00:26.134000,0 days 00:00:29.798000,0 days 00:00:42.366000,MEDIUM,6.0,1.0,,,1,5.0,False,2026,China,R,98.298,26.134,29.798,42.366
GAS,Alpine,7.0,0 days 00:01:38.635000,0 days 00:00:26.039000,0 days 00:00:30.089000,0 days 00:00:42.507000,MEDIUM,7.0,1.0,,,1,5.0,False,2026,China,R,98.635,26.039,30.089,42.507
GAS,Alpine,8.0,0 days 00:01:38.427000,0 days 00:00:26.030000,0 days 00:00:29.874000,0 days 00:00:42.523000,MEDIUM,8.0,1.0,,,1,5.0,False,2026,China,R,98.427,26.03,29.874,42.523
GAS,Alpine,9.0,0 days 00:01:38.609000,0 days 00:00:26.192000,0 days 00:00:29.903000,0 days 00:00:42.514000,MEDIUM,9.0,1.0,,,1,5.0,False,2026,China,R,98.609,26.192,29.903,42.514
GAS,Alpine,10.0,0 days 00:01:52.994000,0 days 00:00:26.099000,0 days 00:00:29.860000,0 days 00:00:57.035000,MEDIUM,10.0,1.0,0 days 01:13:07.031000,,124,5.0,False,2026,China,R,112.994,26.099,29.86,57.035
GAS,Alpine,11.0,,0 days 00:00:54.680000,0 days 00:00:40.781000,0 days 00:01:03.178000,HARD,1.0,2.0,,0 days 01:13:30.471000,4,9.0,False,2026,China,R,,54.68,40.781,63.178
GAS,Alpine,12.0,,0 days 00:00:42.739000,0 days 00:00:44.215000,0 days 00:01:03.121000,HARD,2.0,2.0,,,4,9.0,False,2026,China,R,,42.739,44.215,63.121
GAS,Alpine,13.0,0 days 00:02:25.559000,0 days 00:00:36.457000,0 days 00:00:45.437000,0 days 00:01:03.665000,HARD,3.0,2.0,,,41,9.0,False,2026,China,R,145.559,36.457,45.437,63.665
GAS,Alpine,14.0,0 days 00:01:40.408000,0 days 00:00:27.047000,0 days 00:00:30.627000,0 days 00:00:42.734000,HARD,4.0,2.0,,,1,10.0,False,2026,China,R,100.408,27.047,30.627,42.734
GAS,Alpine,15.0,0 days 00:01:38.883000,0 days 00:00:26.131000,0 days 00:00:30.252000,0 days 00:00:42.500000,HARD,5.0,2.0,,,1,10.0,False,2026,China,R,98.883,26.131,30.252,42.5
GAS,Alpine,16.0,0 days 00:01:38.644000,0 days 00:00:26.058000,0 days 00:00:30.253000,0 days 00:00:42.333000,HARD,6.0,2.0,,,1,9.0,False,2026,China,R,98.644,26.058,30.253,42.333
GAS,Alpine,17.0,0 days 00:01:38.238000,0 days 00:00:25.803000,0 days 00:00:30.300000,0 days 00:00:42.135000,HARD,7.0,2.0,,,1,8.0,False,2026,China,R,98.238,25.803,30.3,42.135
GAS,Alpine,18.0,0 days 00:01:37.593000,0 days 00:00:25.714000,0 days 00:00:29.545000,0 days 00:00:42.334000,HARD,8.0,2.0,,,12,8.0,False,2026,China,R,97.593,25.714,29.545,42.334
GAS,Alpine,19.0,0 days 00:01:39.325000,0 days 00:00:26.154000,0 days 00:00:30.545000,0 days 00:00:42.626000,HARD,9.0,2.0,,,1,8.0,False,2026,China,R,99.325,26.154,30.545,42.626
GAS,Alpine,20.0,0 days 00:01:39.504000,0 days 00:00:27.158000,0 days 00:00:30.103000,0 days 00:00:42.243000,HARD,10.0,2.0,,,1,9.0,False,2026,China,R,99.504,27.158,30.103,42.243
GAS,Alpine,21.0,0 days 00:01:39.208000,0 days 00:00:26.059000,0 days 00:00:30.115000,0 days 00:00:43.034000,HARD,11.0,2.0,,,1,9.0,False,2026,China,R,99.208,26.059,30.115,43.034
GAS,Alpine,22.0,0 days 00:01:39.338000,0 days 00:00:26.564000,0 days 00:00:30.393000,0 days 00:00:42.381000,HARD,12.0,2.0,,,1,10.0,False,2026,China,R,99.338,26.564,30.393,42.381
GAS,Alpine,23.0,0 days 00:01:38.067000,0 days 00:00:25.759000,0 days 00:00:30.001000,0 days 00:00:42.307000,HARD,13.0,2.0,,,1,9.0,False,2026,China,R,98.067,25.759,30.001,42.307
GAS,Alpine,24.0,0 days 00:01:38.373000,0 days 00:00:25.781000,0 days 00:00:29.894000,0 days 00:00:42.698000,HARD,14.0,2.0,,,1,9.0,False,2026,China,R,98.373,25.781,29.894,42.698
GAS,Alpine,25.0,0 days 00:01:38.568000,0 days 00:00:26.280000,0 days 00:00:30.069000,0 days 00:00:42.219000,HARD,15.0,2.0,,,1,9.0,False,2026,China,R,98.568,26.28,30.069,42.219
GAS,Alpine,26.0,0 days 00:01:37.820000,0 days 00:00:25.953000,0 days 00:00:29.802000,0 days 00:00:42.065000,HARD,16.0,2.0,,,1,9.0,False,2026,China,R,97.82,25.953,29.802,42.065
GAS,Alpine,27.0,0 days 00:01:38.163000,0 days 00:00:25.744000,0 days 00:00:29.934000,0 days 00:00:42.485000,HARD,17.0,2.0,,,12,9.0,False,2026,China,R,98.163,25.744,29.934,42.485
GAS,Alpine,28.0,0 days 00:01:38.225000,0 days 00:00:25.886000,0 days 00:00:29.866000,0 days 00:00:42.473000,HARD,18.0,2.0,,,21,8.0,False,2026,China,R,98.225,25.886,29.866,42.473
