Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds,driver_median_lap,abs_delta_from_median
STR,Aston Martin,34.0,0 days 00:01:36.332000,0 days 00:00:30.969000,0 days 00:00:41.709000,0 days 00:00:23.654000,HARD,7.0,3.0,,,1,13.0,False,2024,Bahrain,R,96.332,30.969,41.709,23.654,96.871,0.5390000000000015
STR,Aston Martin,35.0,0 days 00:01:36.242000,0 days 00:00:30.837000,0 days 00:00:41.766000,0 days 00:00:23.639000,HARD,8.0,3.0,,,1,12.0,False,2024,Bahrain,R,96.242,30.837,41.766,23.639,96.871,0.6289999999999907
STR,Aston Martin,36.0,0 days 00:01:36.086000,0 days 00:00:30.694000,0 days 00:00:41.748000,0 days 00:00:23.644000,HARD,9.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.086,30.694,41.748,23.644,96.871,0.7849999999999966
STR,Aston Martin,37.0,0 days 00:01:35.987000,0 days 00:00:30.676000,0 days 00:00:41.775000,0 days 00:00:23.536000,HARD,10.0,3.0,,,1,10.0,False,2024,Bahrain,R,95.987,30.676,41.775,23.536,96.871,0.8840000000000003
STR,Aston Martin,38.0,0 days 00:01:36.364000,0 days 00:00:30.776000,0 days 00:00:41.926000,0 days 00:00:23.662000,HARD,11.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.364,30.776,41.926,23.662,96.871,0.5069999999999908
STR,Aston Martin,39.0,0 days 00:01:36.353000,0 days 00:00:30.792000,0 days 00:00:41.959000,0 days 00:00:23.602000,HARD,12.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.353,30.792,41.959,23.602,96.871,0.5180000000000007
STR,Aston Martin,40.0,0 days 00:01:36.485000,0 days 00:00:30.896000,0 days 00:00:41.927000,0 days 00:00:23.662000,HARD,13.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.485,30.896,41.927,23.662,96.871,0.3859999999999957
STR,Aston Martin,41.0,0 days 00:01:36.322000,0 days 00:00:30.877000,0 days 00:00:41.749000,0 days 00:00:23.696000,HARD,14.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.322,30.877,41.749,23.696,96.871,0.5489999999999924
STR,Aston Martin,42.0,0 days 00:01:36.343000,0 days 00:00:30.774000,0 days 00:00:41.917000,0 days 00:00:23.652000,HARD,15.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.343,30.774,41.917,23.652,96.871,0.5279999999999916
STR,Aston Martin,43.0,0 days 00:01:36.304000,0 days 00:00:30.843000,0 days 00:00:41.859000,0 days 00:00:23.602000,HARD,16.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.304,30.843,41.859,23.602,96.871,0.5669999999999931
STR,Aston Martin,44.0,0 days 00:01:36.564000,0 days 00:00:30.788000,0 days 00:00:42.023000,0 days 00:00:23.753000,HARD,17.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.564,30.788,42.023,23.753,96.871,0.30700000000000216
STR,Aston Martin,45.0,0 days 00:01:36.243000,0 days 00:00:30.712000,0 days 00:00:41.834000,0 days 00:00:23.697000,HARD,18.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.243,30.712,41.834,23.697,96.871,0.6280000000000001
STR,Aston Martin,46.0,0 days 00:01:36.379000,0 days 00:00:30.808000,0 days 00:00:41.882000,0 days 00:00:23.689000,HARD,19.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.379,30.808,41.882,23.689,96.871,0.4919999999999902
STR,Aston Martin,47.0,0 days 00:01:36.298000,0 days 00:00:30.835000,0 days 00:00:41.744000,0 days 00:00:23.719000,HARD,20.0,3.0,,,1,9.0,False,2024,Bahrain,R,96.298,30.835,41.744,23.719,96.871,0.5729999999999933
STR,Aston Martin,48.0,0 days 00:01:37.325000,0 days 00:00:31.346000,0 days 00:00:42.156000,0 days 00:00:23.823000,HARD,21.0,3.0,,,1,10.0,False,2024,Bahrain,R,97.325,31.346,42.156,23.823,96.871,0.45400000000000773
STR,Aston Martin,49.0,0 days 00:01:36.871000,0 days 00:00:30.920000,0 days 00:00:42.119000,0 days 00:00:23.832000,HARD,22.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.871,30.92,42.119,23.832,96.871,0.0
STR,Aston Martin,50.0,0 days 00:01:36.541000,0 days 00:00:30.808000,0 days 00:00:41.978000,0 days 00:00:23.755000,HARD,23.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.541,30.808,41.978,23.755,96.871,0.3299999999999983
STR,Aston Martin,51.0,0 days 00:01:36.763000,0 days 00:00:30.882000,0 days 00:00:42.075000,0 days 00:00:23.806000,HARD,24.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.763,30.882,42.075,23.806,96.871,0.10799999999998988
STR,Aston Martin,52.0,0 days 00:01:36.934000,0 days 00:00:31.144000,0 days 00:00:42.016000,0 days 00:00:23.774000,HARD,25.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.934,31.144,42.016,23.774,96.871,0.06300000000000239
STR,Aston Martin,53.0,0 days 00:01:36.640000,0 days 00:00:30.894000,0 days 00:00:42.017000,0 days 00:00:23.729000,HARD,26.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.64,30.894,42.017,23.729,96.871,0.23099999999999454
STR,Aston Martin,54.0,0 days 00:01:36.693000,0 days 00:00:30.938000,0 days 00:00:41.971000,0 days 00:00:23.784000,HARD,27.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.693,30.938,41.971,23.784,96.871,0.17799999999999727
STR,Aston Martin,55.0,0 days 00:01:36.680000,0 days 00:00:30.920000,0 days 00:00:41.999000,0 days 00:00:23.761000,HARD,28.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.68,30.92,41.999,23.761,96.871,0.1909999999999883
STR,Aston Martin,56.0,0 days 00:01:36.582000,0 days 00:00:30.870000,0 days 00:00:41.951000,0 days 00:00:23.761000,HARD,29.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.582,30.87,41.951,23.761,96.871,0.2890000000000015
STR,Aston Martin,57.0,0 days 00:01:37.335000,0 days 00:00:30.994000,0 days 00:00:42.237000,0 days 00:00:24.104000,HARD,30.0,3.0,,,1,10.0,False,2024,Bahrain,R,97.335,30.994,42.237,24.104,96.871,0.46399999999999864
ZHO,Kick Sauber,1.0,0 days 00:01:44.801000,,0 days 00:00:43.576000,0 days 00:00:24.294000,SOFT,1.0,1.0,,,12,13.0,False,2024,Bahrain,R,104.801,,43.576,24.294,97.4055,7.395499999999998
ZHO,Kick Sauber,2.0,0 days 00:01:38.920000,0 days 00:00:31.452000,0 days 00:00:43.135000,0 days 00:00:24.333000,SOFT,2.0,1.0,,,1,13.0,False,2024,Bahrain,R,98.92,31.452,43.135,24.333,97.4055,1.5144999999999982
ZHO,Kick Sauber,3.0,0 days 00:01:38.582000,0 days 00:00:31.044000,0 days 00:00:43.084000,0 days 00:00:24.454000,SOFT,3.0,1.0,,,1,13.0,False,2024,Bahrain,R,98.582,31.044,43.084,24.454,97.4055,1.17649999999999
ZHO,Kick Sauber,4.0,0 days 00:01:38.428000,0 days 00:00:30.977000,0 days 00:00:43.004000,0 days 00:00:24.447000,SOFT,4.0,1.0,,,1,13.0,False,2024,Bahrain,R,98.428,30.977,43.004,24.447,97.4055,1.0224999999999937
ZHO,Kick Sauber,5.0,0 days 00:01:38.798000,0 days 00:00:31.116000,0 days 00:00:43.178000,0 days 00:00:24.504000,SOFT,5.0,1.0,,,1,13.0,False,2024,Bahrain,R,98.798,31.116,43.178,24.504,97.4055,1.3924999999999983
ZHO,Kick Sauber,6.0,0 days 00:01:38.488000,0 days 00:00:30.860000,0 days 00:00:43.064000,0 days 00:00:24.564000,SOFT,6.0,1.0,,,1,13.0,False,2024,Bahrain,R,98.488,30.86,43.064,24.564,97.4055,1.082499999999996
ZHO,Kick Sauber,7.0,0 days 00:01:39.517000,0 days 00:00:31.488000,0 days 00:00:43.470000,0 days 00:00:24.559000,SOFT,7.0,1.0,,,1,13.0,False,2024,Bahrain,R,99.517,31.488,43.47,24.559,97.4055,2.1114999999999924
ZHO,Kick Sauber,8.0,0 days 00:01:39.646000,0 days 00:00:31.786000,0 days 00:00:43.138000,0 days 00:00:24.722000,SOFT,8.0,1.0,,,1,13.0,False,2024,Bahrain,R,99.646,31.786,43.138,24.722,97.4055,2.2404999999999973
ZHO,Kick Sauber,11.0,0 days 00:01:36.365000,0 days 00:00:30.815000,0 days 00:00:41.738000,0 days 00:00:23.812000,HARD,2.0,2.0,,,1,16.0,False,2024,Bahrain,R,96.365,30.815,41.738,23.812,97.4055,1.0405000000000086
ZHO,Kick Sauber,12.0,0 days 00:01:36.995000,0 days 00:00:31.006000,0 days 00:00:42.207000,0 days 00:00:23.782000,HARD,3.0,2.0,,,1,15.0,False,2024,Bahrain,R,96.995,31.006,42.207,23.782,97.4055,0.410499999999999
ZHO,Kick Sauber,13.0,0 days 00:01:37.436000,0 days 00:00:30.982000,0 days 00:00:42.435000,0 days 00:00:24.019000,HARD,4.0,2.0,,,1,13.0,False,2024,Bahrain,R,97.436,30.982,42.435,24.019,97.4055,0.030500000000003524
ZHO,Kick Sauber,14.0,0 days 00:01:37.482000,0 days 00:00:31.086000,0 days 00:00:42.431000,0 days 00:00:23.965000,HARD,5.0,2.0,,,1,12.0,False,2024,Bahrain,R,97.482,31.086,42.431,23.965,97.4055,0.0764999999999958
ZHO,Kick Sauber,15.0,0 days 00:01:37.500000,0 days 00:00:31.030000,0 days 00:00:42.429000,0 days 00:00:24.041000,HARD,6.0,2.0,,,1,11.0,False,2024,Bahrain,R,97.5,31.03,42.429,24.041,97.4055,0.09449999999999648
ZHO,Kick Sauber,16.0,0 days 00:01:37.659000,0 days 00:00:31.166000,0 days 00:00:42.398000,0 days 00:00:24.095000,HARD,7.0,2.0,,,1,9.0,False,2024,Bahrain,R,97.659,31.166,42.398,24.095,97.4055,0.2535000000000025
ZHO,Kick Sauber,17.0,0 days 00:01:38.475000,0 days 00:00:31.431000,0 days 00:00:42.856000,0 days 00:00:24.188000,HARD,8.0,2.0,,,1,10.0,False,2024,Bahrain,R,98.475,31.431,42.856,24.188,97.4055,1.0694999999999908
ZHO,Kick Sauber,18.0,0 days 00:01:37.552000,0 days 00:00:30.919000,0 days 00:00:42.585000,0 days 00:00:24.048000,HARD,9.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.552,30.919,42.585,24.048,97.4055,0.14650000000000318
ZHO,Kick Sauber,19.0,0 days 00:01:37.652000,0 days 00:00:30.887000,0 days 00:00:42.658000,0 days 00:00:24.107000,HARD,10.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.652,30.887,42.658,24.107,97.4055,0.2464999999999975
ZHO,Kick Sauber,20.0,0 days 00:01:37.749000,0 days 00:00:31.239000,0 days 00:00:42.477000,0 days 00:00:24.033000,HARD,11.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.749,31.239,42.477,24.033,97.4055,0.3434999999999917
ZHO,Kick Sauber,21.0,0 days 00:01:37.947000,0 days 00:00:31.220000,0 days 00:00:42.705000,0 days 00:00:24.022000,HARD,12.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.947,31.22,42.705,24.022,97.4055,0.5414999999999992
ZHO,Kick Sauber,22.0,0 days 00:01:37.852000,0 days 00:00:31.171000,0 days 00:00:42.584000,0 days 00:00:24.097000,HARD,13.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.852,31.171,42.584,24.097,97.4055,0.44650000000000034
ZHO,Kick Sauber,23.0,0 days 00:01:37.788000,0 days 00:00:31.092000,0 days 00:00:42.647000,0 days 00:00:24.049000,HARD,14.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.788,31.092,42.647,24.049,97.4055,0.3824999999999932
ZHO,Kick Sauber,24.0,0 days 00:01:37.894000,0 days 00:00:31.140000,0 days 00:00:42.602000,0 days 00:00:24.152000,HARD,15.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.894,31.14,42.602,24.152,97.4055,0.48850000000000193
ZHO,Kick Sauber,25.0,0 days 00:01:37.883000,0 days 00:00:31.246000,0 days 00:00:42.532000,0 days 00:00:24.105000,HARD,16.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.883,31.246,42.532,24.105,97.4055,0.47749999999999204
ZHO,Kick Sauber,26.0,0 days 00:01:37.995000,0 days 00:00:31.266000,0 days 00:00:42.658000,0 days 00:00:24.071000,HARD,17.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.995,31.266,42.658,24.071,97.4055,0.589500000000001
ZHO,Kick Sauber,27.0,0 days 00:01:38.053000,0 days 00:00:31.367000,0 days 00:00:42.594000,0 days 00:00:24.092000,HARD,18.0,2.0,,,1,10.0,False,2024,Bahrain,R,98.053,31.367,42.594,24.092,97.4055,0.6474999999999937
ZHO,Kick Sauber,30.0,0 days 00:01:35.458000,0 days 00:00:30.674000,0 days 00:00:41.190000,0 days 00:00:23.594000,HARD,2.0,3.0,,,1,17.0,False,2024,Bahrain,R,95.458,30.674,41.19,23.594,97.4055,1.9475000000000051
ZHO,Kick Sauber,31.0,0 days 00:01:36.297000,0 days 00:00:30.846000,0 days 00:00:41.644000,0 days 00:00:23.807000,HARD,3.0,3.0,,,1,14.0,False,2024,Bahrain,R,96.297,30.846,41.644,23.807,97.4055,1.1085000000000065
ZHO,Kick Sauber,32.0,0 days 00:01:36.048000,0 days 00:00:30.646000,0 days 00:00:41.735000,0 days 00:00:23.667000,HARD,4.0,3.0,,,1,14.0,False,2024,Bahrain,R,96.048,30.646,41.735,23.667,97.4055,1.3575000000000017
ZHO,Kick Sauber,33.0,0 days 00:01:37.971000,0 days 00:00:31.535000,0 days 00:00:42.387000,0 days 00:00:24.049000,HARD,5.0,3.0,,,1,14.0,False,2024,Bahrain,R,97.971,31.535,42.387,24.049,97.4055,0.5655000000000001
ZHO,Kick Sauber,34.0,0 days 00:01:36.518000,0 days 00:00:30.678000,0 days 00:00:41.938000,0 days 00:00:23.902000,HARD,6.0,3.0,,,1,14.0,False,2024,Bahrain,R,96.518,30.678,41.938,23.902,97.4055,0.8875000000000028
ZHO,Kick Sauber,35.0,0 days 00:01:36.546000,0 days 00:00:30.612000,0 days 00:00:41.954000,0 days 00:00:23.980000,HARD,7.0,3.0,,,1,13.0,False,2024,Bahrain,R,96.546,30.612,41.954,23.98,97.4055,0.859499999999997
ZHO,Kick Sauber,36.0,0 days 00:01:36.931000,0 days 00:00:31.090000,0 days 00:00:41.967000,0 days 00:00:23.874000,HARD,8.0,3.0,,,1,12.0,False,2024,Bahrain,R,96.931,31.09,41.967,23.874,97.4055,0.47450000000000614
ZHO,Kick Sauber,37.0,0 days 00:01:36.805000,0 days 00:00:30.874000,0 days 00:00:42.130000,0 days 00:00:23.801000,HARD,9.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.805,30.874,42.13,23.801,97.4055,0.6004999999999967
ZHO,Kick Sauber,38.0,0 days 00:01:36.857000,0 days 00:00:30.915000,0 days 00:00:42.149000,0 days 00:00:23.793000,HARD,10.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.857,30.915,42.149,23.793,97.4055,0.5485000000000042
ZHO,Kick Sauber,39.0,0 days 00:01:36.637000,0 days 00:00:30.904000,0 days 00:00:42.006000,0 days 00:00:23.727000,HARD,11.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.637,30.904,42.006,23.727,97.4055,0.7685000000000031
ZHO,Kick Sauber,40.0,0 days 00:01:36.683000,0 days 00:00:30.839000,0 days 00:00:42.094000,0 days 00:00:23.750000,HARD,12.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.683,30.839,42.094,23.75,97.4055,0.7224999999999966
ZHO,Kick Sauber,41.0,0 days 00:01:36.695000,0 days 00:00:30.827000,0 days 00:00:42.096000,0 days 00:00:23.772000,HARD,13.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.695,30.827,42.096,23.772,97.4055,0.7105000000000103
ZHO,Kick Sauber,42.0,0 days 00:01:36.652000,0 days 00:00:31.038000,0 days 00:00:41.860000,0 days 00:00:23.754000,HARD,14.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.652,31.038,41.86,23.754,97.4055,0.7535000000000025
ZHO,Kick Sauber,43.0,0 days 00:01:36.771000,0 days 00:00:30.877000,0 days 00:00:42.071000,0 days 00:00:23.823000,HARD,15.0,3.0,,,1,10.0,False,2024,Bahrain,R,96.771,30.877,42.071,23.823,97.4055,0.6345000000000027
ZHO,Kick Sauber,44.0,0 days 00:01:37.417000,0 days 00:00:31.361000,0 days 00:00:42.115000,0 days 00:00:23.941000,HARD,16.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.417,31.361,42.115,23.941,97.4055,0.011499999999998067
ZHO,Kick Sauber,45.0,0 days 00:01:36.680000,0 days 00:00:30.867000,0 days 00:00:41.919000,0 days 00:00:23.894000,HARD,17.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.68,30.867,41.919,23.894,97.4055,0.7254999999999967
ZHO,Kick Sauber,46.0,0 days 00:01:36.741000,0 days 00:00:30.966000,0 days 00:00:41.922000,0 days 00:00:23.853000,HARD,18.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.741,30.966,41.922,23.853,97.4055,0.6645000000000039
ZHO,Kick Sauber,47.0,0 days 00:01:36.561000,0 days 00:00:30.934000,0 days 00:00:41.792000,0 days 00:00:23.835000,HARD,19.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.561,30.934,41.792,23.835,97.4055,0.8444999999999965
ZHO,Kick Sauber,48.0,0 days 00:01:36.654000,0 days 00:00:30.980000,0 days 00:00:41.820000,0 days 00:00:23.854000,HARD,20.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.654,30.98,41.82,23.854,97.4055,0.7515000000000072
ZHO,Kick Sauber,49.0,0 days 00:01:36.720000,0 days 00:00:30.900000,0 days 00:00:41.995000,0 days 00:00:23.825000,HARD,21.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.72,30.9,41.995,23.825,97.4055,0.6855000000000047
ZHO,Kick Sauber,50.0,0 days 00:01:36.792000,0 days 00:00:31.035000,0 days 00:00:41.870000,0 days 00:00:23.887000,HARD,22.0,3.0,,,1,11.0,False,2024,Bahrain,R,96.792,31.035,41.87,23.887,97.4055,0.6135000000000019
ZHO,Kick Sauber,51.0,0 days 00:01:37.042000,0 days 00:00:31.065000,0 days 00:00:42.026000,0 days 00:00:23.951000,HARD,23.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.042,31.065,42.026,23.951,97.4055,0.36350000000000193
ZHO,Kick Sauber,52.0,0 days 00:01:37.394000,0 days 00:00:31.205000,0 days 00:00:42.190000,0 days 00:00:23.999000,HARD,24.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.394,31.205,42.19,23.999,97.4055,0.011499999999998067
ZHO,Kick Sauber,53.0,0 days 00:01:37.141000,0 days 00:00:31.110000,0 days 00:00:42.136000,0 days 00:00:23.895000,HARD,25.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.141,31.11,42.136,23.895,97.4055,0.2644999999999982
ZHO,Kick Sauber,54.0,0 days 00:01:38.389000,0 days 00:00:31.253000,0 days 00:00:43.116000,0 days 00:00:24.020000,HARD,26.0,3.0,,,1,11.0,False,2024,Bahrain,R,98.389,31.253,43.116,24.02,97.4055,0.9834999999999923
ZHO,Kick Sauber,55.0,0 days 00:01:37.383000,0 days 00:00:31.123000,0 days 00:00:42.185000,0 days 00:00:24.075000,HARD,27.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.383,31.123,42.185,24.075,97.4055,0.022500000000007958
ZHO,Kick Sauber,56.0,0 days 00:01:37.333000,0 days 00:00:31.220000,0 days 00:00:42.156000,0 days 00:00:23.957000,HARD,28.0,3.0,,,1,11.0,False,2024,Bahrain,R,97.333,31.22,42.156,23.957,97.4055,0.07250000000000512
MAG,Haas F1 Team,1.0,0 days 00:01:44.349000,,0 days 00:00:44.375000,0 days 00:00:24.212000,SOFT,1.0,1.0,,,12,12.0,False,2024,Bahrain,R,104.349,,44.375,24.212,97.7705,6.578500000000005
MAG,Haas F1 Team,2.0,0 days 00:01:38.911000,0 days 00:00:31.591000,0 days 00:00:43.075000,0 days 00:00:24.245000,SOFT,2.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.911,31.591,43.075,24.245,97.7705,1.140500000000003
MAG,Haas F1 Team,3.0,0 days 00:01:38.399000,0 days 00:00:30.969000,0 days 00:00:43.118000,0 days 00:00:24.312000,SOFT,3.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.399,30.969,43.118,24.312,97.7705,0.6285000000000025
MAG,Haas F1 Team,4.0,0 days 00:01:38.497000,0 days 00:00:30.993000,0 days 00:00:42.992000,0 days 00:00:24.512000,SOFT,4.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.497,30.993,42.992,24.512,97.7705,0.7265000000000015
MAG,Haas F1 Team,5.0,0 days 00:01:38.576000,0 days 00:00:31.066000,0 days 00:00:43.108000,0 days 00:00:24.402000,SOFT,5.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.576,31.066,43.108,24.402,97.7705,0.805499999999995
MAG,Haas F1 Team,6.0,0 days 00:01:38.529000,0 days 00:00:30.952000,0 days 00:00:43.041000,0 days 00:00:24.536000,SOFT,6.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.529,30.952,43.041,24.536,97.7705,0.758499999999998
MAG,Haas F1 Team,7.0,0 days 00:01:40.058000,0 days 00:00:32.132000,0 days 00:00:43.112000,0 days 00:00:24.814000,SOFT,7.0,1.0,,,1,12.0,False,2024,Bahrain,R,100.058,32.132,43.112,24.814,97.7705,2.2875000000000085
MAG,Haas F1 Team,8.0,0 days 00:01:39.172000,0 days 00:00:31.557000,0 days 00:00:43.072000,0 days 00:00:24.543000,SOFT,8.0,1.0,,,1,12.0,False,2024,Bahrain,R,99.172,31.557,43.072,24.543,97.7705,1.4014999999999986
MAG,Haas F1 Team,9.0,0 days 00:01:38.861000,0 days 00:00:31.383000,0 days 00:00:42.932000,0 days 00:00:24.546000,SOFT,9.0,1.0,,,1,12.0,False,2024,Bahrain,R,98.861,31.383,42.932,24.546,97.7705,1.0905000000000058
MAG,Haas F1 Team,10.0,0 days 00:01:38.747000,0 days 00:00:31.307000,0 days 00:00:42.925000,0 days 00:00:24.515000,SOFT,10.0,1.0,,,12,12.0,False,2024,Bahrain,R,98.747,31.307,42.925,24.515,97.7705,0.9765000000000015
MAG,Haas F1 Team,13.0,0 days 00:01:36.890000,0 days 00:00:30.905000,0 days 00:00:41.951000,0 days 00:00:24.034000,HARD,2.0,2.0,,,1,15.0,False,2024,Bahrain,R,96.89,30.905,41.951,24.034,97.7705,0.8804999999999978
MAG,Haas F1 Team,14.0,0 days 00:01:37.590000,0 days 00:00:30.826000,0 days 00:00:42.424000,0 days 00:00:24.340000,HARD,3.0,2.0,,,1,14.0,False,2024,Bahrain,R,97.59,30.826,42.424,24.34,97.7705,0.180499999999995
MAG,Haas F1 Team,15.0,0 days 00:01:38.332000,0 days 00:00:31.154000,0 days 00:00:42.886000,0 days 00:00:24.292000,HARD,4.0,2.0,,,1,14.0,False,2024,Bahrain,R,98.332,31.154,42.886,24.292,97.7705,0.5614999999999952
MAG,Haas F1 Team,16.0,0 days 00:01:37.749000,0 days 00:00:30.774000,0 days 00:00:42.696000,0 days 00:00:24.279000,HARD,5.0,2.0,,,1,13.0,False,2024,Bahrain,R,97.749,30.774,42.696,24.279,97.7705,0.021500000000003183
MAG,Haas F1 Team,17.0,0 days 00:01:38.282000,0 days 00:00:30.953000,0 days 00:00:42.957000,0 days 00:00:24.372000,HARD,6.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.282,30.953,42.957,24.372,97.7705,0.5114999999999981
MAG,Haas F1 Team,18.0,0 days 00:01:37.583000,0 days 00:00:30.690000,0 days 00:00:42.526000,0 days 00:00:24.367000,HARD,7.0,2.0,,,1,13.0,False,2024,Bahrain,R,97.583,30.69,42.526,24.367,97.7705,0.1875
MAG,Haas F1 Team,19.0,0 days 00:01:37.792000,0 days 00:00:30.820000,0 days 00:00:42.677000,0 days 00:00:24.295000,HARD,8.0,2.0,,,1,13.0,False,2024,Bahrain,R,97.792,30.82,42.677,24.295,97.7705,0.021500000000003183
MAG,Haas F1 Team,20.0,0 days 00:01:38.062000,0 days 00:00:31.168000,0 days 00:00:42.636000,0 days 00:00:24.258000,HARD,9.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.062,31.168,42.636,24.258,97.7705,0.2914999999999992
MAG,Haas F1 Team,21.0,0 days 00:01:38.010000,0 days 00:00:31.041000,0 days 00:00:42.738000,0 days 00:00:24.231000,HARD,10.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.01,31.041,42.738,24.231,97.7705,0.2395000000000067
MAG,Haas F1 Team,22.0,0 days 00:01:38.147000,0 days 00:00:31.214000,0 days 00:00:42.628000,0 days 00:00:24.305000,HARD,11.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.147,31.214,42.628,24.305,97.7705,0.37650000000000716
MAG,Haas F1 Team,23.0,0 days 00:01:38.293000,0 days 00:00:31.284000,0 days 00:00:42.627000,0 days 00:00:24.382000,HARD,12.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.293,31.284,42.627,24.382,97.7705,0.522500000000008
MAG,Haas F1 Team,24.0,0 days 00:01:38.156000,0 days 00:00:31.155000,0 days 00:00:42.693000,0 days 00:00:24.308000,HARD,13.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.156,31.155,42.693,24.308,97.7705,0.3855000000000075
MAG,Haas F1 Team,25.0,0 days 00:01:38.290000,0 days 00:00:31.368000,0 days 00:00:42.696000,0 days 00:00:24.226000,HARD,14.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.29,31.368,42.696,24.226,97.7705,0.5195000000000078
MAG,Haas F1 Team,26.0,0 days 00:01:38.093000,0 days 00:00:31.173000,0 days 00:00:42.528000,0 days 00:00:24.392000,HARD,15.0,2.0,,,1,13.0,False,2024,Bahrain,R,98.093,31.173,42.528,24.392,97.7705,0.3225000000000051
MAG,Haas F1 Team,27.0,0 days 00:01:38.226000,0 days 00:00:31.201000,0 days 00:00:42.670000,0 days 00:00:24.355000,HARD,16.0,2.0,,,1,12.0,False,2024,Bahrain,R,98.226,31.201,42.67,24.355,97.7705,0.4555000000000007
MAG,Haas F1 Team,28.0,0 days 00:01:37.936000,0 days 00:00:31.209000,0 days 00:00:42.495000,0 days 00:00:24.232000,HARD,17.0,2.0,,,1,12.0,False,2024,Bahrain,R,97.936,31.209,42.495,24.232,97.7705,0.16550000000000864
MAG,Haas F1 Team,29.0,0 days 00:01:37.965000,0 days 00:00:31.197000,0 days 00:00:42.504000,0 days 00:00:24.264000,HARD,18.0,2.0,,,1,11.0,False,2024,Bahrain,R,97.965,31.197,42.504,24.264,97.7705,0.194500000000005
MAG,Haas F1 Team,30.0,0 days 00:01:38.040000,0 days 00:00:31.138000,0 days 00:00:42.655000,0 days 00:00:24.247000,HARD,19.0,2.0,,,1,11.0,False,2024,Bahrain,R,98.04,31.138,42.655,24.247,97.7705,0.26950000000000784
MAG,Haas F1 Team,31.0,0 days 00:01:38,0 days 00:00:31.181000,0 days 00:00:42.628000,0 days 00:00:24.191000,HARD,20.0,2.0,,,1,11.0,False,2024,Bahrain,R,98.0,31.181,42.628,24.191,97.7705,0.2295000000000016
MAG,Haas F1 Team,34.0,0 days 00:01:35.570000,0 days 00:00:30.532000,0 days 00:00:41.409000,0 days 00:00:23.629000,HARD,2.0,3.0,,,1,16.0,False,2024,Bahrain,R,95.57,30.532,41.409,23.629,97.7705,2.2005000000000052
