race,season,lap,driver,team,actual_position,current_compound,tire_age,stops_made,gap_to_leader_seconds,gap_to_ahead_seconds,gap_to_behind_seconds,projected_total_time_if_pit_now,projected_total_time_if_stay_out,pit_now_gain_seconds,projected_finish_if_pit_now,projected_finish_if_stay_out,overtake_probability_if_pit_now,overtake_probability_if_stay_out,best_action_now,actual_first_pit_lap,model_first_pit_now_lap,confirmed_first_pit_call_lap,first_pit_lap_error,confirmed_first_pit_lap_error,first_stop_signal_status,confirmed_signal_status,recommendation_reason
Japan,2026,1,PIA,McLaren,1,MEDIUM,1,0,0.0,0.0,1.0919999999999987,5134.4818512,5095.9508000000005,-38.53105119999964,7,3,0.12506666666666577,0.6246,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -38.53s, pit recovery probability: 0.13, stay-out overtake probability: 0.62. Undercut/cover pressure: 0.20s."
Japan,2026,1,LEC,Ferrari,2,MEDIUM,1,0,1.0919999999999987,1.0919999999999987,0.8460000000000036,5152.474449600001,5114.3957,-38.078749600001174,8,6,0.12106666666666578,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -38.08s, pit recovery probability: 0.12, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.41s."
Japan,2026,1,NOR,McLaren,3,MEDIUM,1,0,1.9380000000000024,0.8460000000000036,0.6169999999999902,5150.2214632,5112.435600000001,-37.78586319999886,8,6,0.11706666666666578,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -37.79s, pit recovery probability: 0.12, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.46s."
Japan,2026,1,RUS,Mercedes,4,MEDIUM,1,0,2.5549999999999926,0.6169999999999902,0.5630000000000024,5104.3753383,5066.8565,-37.518838300000425,7,3,0.11306666666666577,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -37.52s, pit recovery probability: 0.11, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.49s."
Japan,2026,1,HAM,Ferrari,5,MEDIUM,1,0,3.117999999999995,0.5630000000000024,0.39800000000001035,5086.302366299999,5049.0494,-37.25296629999957,6,3,0.10906666666666577,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -37.25s, pit recovery probability: 0.11, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.52s."
Japan,2026,1,ANT,Mercedes,6,MEDIUM,1,0,3.5160000000000053,0.39800000000001035,0.8669999999999902,5059.6147772,5022.550300000001,-37.0644771999996,6,3,0.10506666666666577,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -37.06s, pit recovery probability: 0.11, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.47s."
Japan,2026,1,GAS,Alpine,7,MEDIUM,1,0,4.382999999999996,0.8669999999999902,0.6420000000000101,5128.873912700001,5092.0342,-36.839712700000746,10,5,0.10106666666666576,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.84s, pit recovery probability: 0.10, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.46s."
Japan,2026,1,HAD,Red Bull Racing,8,MEDIUM,1,0,5.025000000000006,0.6420000000000101,0.3669999999999902,5210.0915352,5173.549100000001,-36.54243519999909,14,10,0.09706666666666576,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.54s, pit recovery probability: 0.10, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.52s."
Japan,2026,1,LIN,Racing Bulls,9,MEDIUM,1,0,5.391999999999996,0.3669999999999902,0.6129999999999995,5220.727643300001,5184.415,-36.31264330000067,15,12,0.09306666666666581,0.31960000000000094,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.31s, pit recovery probability: 0.09, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.51s."
Japan,2026,1,VER,Red Bull Racing,10,MEDIUM,1,0,6.0049999999999955,0.6129999999999995,0.6400000000000006,5129.039632500001,5092.778,-36.261632500000815,11,7,0.08906666666666581,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.26s, pit recovery probability: 0.09, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.48s."
Japan,2026,1,OCO,Haas F1 Team,11,MEDIUM,1,0,6.644999999999996,0.6400000000000006,0.585000000000008,5196.980561000001,5160.724,-36.25656100000106,16,10,0.0850666666666658,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.26s, pit recovery probability: 0.09, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.49s."
Japan,2026,1,LAW,Racing Bulls,12,MEDIUM,1,0,7.230000000000004,0.585000000000008,0.43200000000000216,5142.311157700001,5106.081,-36.230157700000746,12,9,0.0810666666666658,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.23s, pit recovery probability: 0.08, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.51s."
Japan,2026,1,BOR,Audi,13,MEDIUM,1,0,7.662000000000006,0.43200000000000216,0.22999999999998977,5201.098702000001,5164.911,-36.18770200000108,16,12,0.09173333333333246,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.19s, pit recovery probability: 0.09, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.56s."
Japan,2026,1,COL,Alpine,14,MEDIUM,1,0,7.891999999999996,0.22999999999998977,0.7480000000000047,5228.234407800001,5191.994000000001,-36.24040779999996,16,15,0.10239999999999912,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.24s, pit recovery probability: 0.10, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.50s."
Japan,2026,1,SAI,Williams,15,MEDIUM,1,0,8.64,0.7480000000000047,0.49800000000000466,5219.503708800001,5183.249,-36.254708800001026,16,14,0.11306666666666577,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -36.25s, pit recovery probability: 0.11, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.49s."
Japan,2026,1,BEA,Haas F1 Team,16,MEDIUM,1,0,9.138000000000005,0.49800000000000466,999.0,5215.835561,5179.326999999999,-36.508561000000554,16,14,0.9,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Staying out gives the stronger projected race outcome. Net pit-now gain: -36.51s, pit recovery probability: 0.90, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.24s."
Japan,2026,2,PIA,McLaren,1,MEDIUM,2,0,92.79899999999998,0.0,1.2690000000000055,5036.5013834,5001.1208,-35.38058340000043,7,3,0.17176190476190561,0.6246,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -35.38s, pit recovery probability: 0.17, stay-out overtake probability: 0.62. Undercut/cover pressure: 0.17s."
Japan,2026,2,LEC,Ferrari,2,MEDIUM,2,0,94.06799999999998,1.2690000000000055,0.625,5054.110545500001,5019.2207,-34.889845500000774,7,6,0.16890476190476278,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -34.89s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.42s."
Japan,2026,2,NOR,McLaren,3,MEDIUM,2,0,94.69299999999998,0.625,0.5819999999999936,5051.885727700001,5017.3006000000005,-34.58512770000016,8,6,0.1660476190476199,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -34.59s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.49s."
Japan,2026,2,RUS,Mercedes,4,MEDIUM,2,0,95.27499999999998,0.5819999999999936,0.5660000000000309,5006.9254466,4972.5845,-34.34094660000028,6,3,0.16319047619047705,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -34.34s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.50s."
Japan,2026,2,ANT,Mercedes,5,MEDIUM,2,0,95.84100000000001,0.5660000000000309,0.6229999999999905,4963.0698348000005,4928.9604,-34.1094348000006,5,3,0.16033333333333422,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -34.11s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.49s."
Japan,2026,2,HAM,Ferrari,6,MEDIUM,2,0,96.464,0.6229999999999905,1.204999999999984,4989.233886500001,4955.2763,-33.957586500000616,6,4,0.15747619047619132,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.96s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.40s."
Japan,2026,2,GAS,Alpine,7,MEDIUM,2,0,97.66899999999998,1.204999999999984,1.747000000000014,5031.146006700001,4997.2962,-33.849806700000954,9,5,0.1546190476190485,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.85s, pit recovery probability: 0.15, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.27s."
Japan,2026,2,LIN,Racing Bulls,8,MEDIUM,2,0,99.416,1.747000000000014,1.0670000000000073,5121.348977700001,5087.780100000001,-33.568877700000485,15,12,0.1517619047619056,0.31960000000000094,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.57s, pit recovery probability: 0.15, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.32s."
Japan,2026,2,VER,Red Bull Racing,9,MEDIUM,2,0,100.483,1.0670000000000073,0.6529999999999916,5031.2413373,4998.032,-33.20933729999979,10,7,0.14890476190476276,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.21s, pit recovery probability: 0.15, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.44s."
Japan,2026,2,HAD,Red Bull Racing,10,MEDIUM,2,0,101.136,0.6529999999999916,0.01300000000000523,5110.4395103000015,5077.436000000001,-33.003510300000926,16,11,0.14604761904761987,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.00s, pit recovery probability: 0.15, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.57s."
Japan,2026,2,OCO,Haas F1 Team,11,MEDIUM,2,0,101.149,0.01300000000000523,0.9599999999999795,5097.7702845,5064.696,-33.07428450000043,16,10,0.14319047619047703,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.07s, pit recovery probability: 0.14, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.50s."
Japan,2026,2,LAW,Racing Bulls,12,MEDIUM,2,0,102.10899999999998,0.9599999999999795,0.5610000000000355,5044.192474600001,5011.084000000001,-33.10847460000059,12,9,0.1403333333333342,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.11s, pit recovery probability: 0.14, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.46s."
Japan,2026,2,BOR,Audi,13,MEDIUM,2,0,102.67000000000002,0.5610000000000355,0.2899999999999636,5101.837208500001,5068.804000000001,-33.0332085,17,12,0.1374761904761913,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.03s, pit recovery probability: 0.14, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.54s."
Japan,2026,2,COL,Alpine,14,MEDIUM,2,0,102.95999999999998,0.2899999999999636,0.4300000000000068,5128.403003000001,5095.376,-33.02700300000106,18,16,0.13461904761904847,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.03s, pit recovery probability: 0.13, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.54s."
Japan,2026,2,BEA,Haas F1 Team,15,MEDIUM,2,0,103.38999999999999,0.4300000000000068,0.8980000000000246,5116.053097800001,5082.948,-33.105097800000294,19,14,0.13176190476190563,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.11s, pit recovery probability: 0.13, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.46s."
Japan,2026,2,SAI,Williams,16,MEDIUM,2,0,104.28800000000001,0.8980000000000246,0.0,5120.167361000001,5086.796,-33.371361000000434,19,15,0.12890476190476274,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.37s, pit recovery probability: 0.13, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.20s."
Japan,2026,2,ALB,Williams,17,MEDIUM,2,0,0.0,0.0,0.5289999999999964,5133.6128194,5100.316000000001,-33.29681939999955,20,18,0.1260476190476199,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.30s, pit recovery probability: 0.13, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.27s."
Japan,2026,2,PER,Cadillac,18,MEDIUM,2,0,0.5289999999999964,0.5289999999999964,0.07200000000000273,5148.707969700001,5115.7080000000005,-32.99996970000029,20,19,0.16339047619047775,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.00s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.57s."
Japan,2026,2,HUL,Audi,19,MEDIUM,2,0,0.6009999999999991,0.07200000000000273,0.5699999999999932,5113.945806000001,5080.92,-33.02580600000056,19,16,0.17100952380952533,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.03s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.54s."
Japan,2026,2,ALO,Aston Martin,20,MEDIUM,2,0,1.1709999999999923,0.5699999999999932,0.0,5197.928365000002,5164.588000000001,-33.34036500000093,22,20,0.17862857142857297,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.34s, pit recovery probability: 0.18, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.23s."
Japan,2026,2,STR,Aston Martin,21,MEDIUM,2,0,0.9509999999999934,0.0,0.9890000000000043,5216.460575400001,5183.1,-33.360575400000926,22,21,0.18624761904762055,0.31960000000000094,stay_out,,,,,,no_actual_stop_reference,no_actual_stop_reference,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -33.36s, pit recovery probability: 0.19, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.21s."
Japan,2026,2,BOT,Cadillac,22,HARD,2,0,1.9399999999999977,0.9890000000000043,999.0,5242.9739605,5183.484,-59.48996050000005,22,22,0.9,0.2924000000000005,stay_out,25.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Staying out gives the stronger projected race outcome. Net pit-now gain: -59.49s, pit recovery probability: 0.90, stay-out overtake probability: 0.29. Undercut/cover pressure: 0.19s."
Japan,2026,3,PIA,McLaren,1,MEDIUM,3,0,90.667,0.0,1.375,4938.571075,4906.205800000001,-32.3652749999992,7,3,0.20169523809523748,0.6246,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -32.37s, pit recovery probability: 0.20, stay-out overtake probability: 0.62. Undercut/cover pressure: 0.16s."
Japan,2026,3,LEC,Ferrari,2,MEDIUM,3,0,92.042,1.375,0.5709999999999695,4955.8230781,4923.9607,-31.86237810000057,7,6,0.1988380952380946,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -31.86s, pit recovery probability: 0.20, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.42s."
Japan,2026,3,RUS,Mercedes,3,MEDIUM,3,0,92.61299999999997,0.5709999999999695,1.2500000000000568,4909.710209499999,4878.0676,-31.642609499998798,6,3,0.19598095238095176,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -31.64s, pit recovery probability: 0.20, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.40s."
Japan,2026,3,NOR,McLaren,4,MEDIUM,3,0,93.86300000000003,1.2500000000000568,0.38299999999998136,4953.5892088,4922.2405,-31.348708800000168,8,6,0.19312380952380892,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -31.35s, pit recovery probability: 0.19, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.46s."
Japan,2026,3,ANT,Mercedes,5,MEDIUM,3,0,94.24600000000001,0.38299999999998136,0.48099999999999454,4866.487860099999,4835.4454,-31.042460099999516,5,3,0.19026666666666603,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -31.04s, pit recovery probability: 0.19, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.53s."
Japan,2026,3,HAM,Ferrari,6,MEDIUM,3,0,94.727,0.48099999999999454,1.6200000000000045,4892.2299865,4861.2583,-30.971686500000033,6,4,0.1874095238095232,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.97s, pit recovery probability: 0.19, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.36s."
Japan,2026,3,GAS,Alpine,7,MEDIUM,3,0,96.34700000000001,1.6200000000000045,2.1709999999999923,4933.3909906,4902.4732,-30.917790599999535,9,5,0.18455238095238036,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.92s, pit recovery probability: 0.18, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.18s."
Japan,2026,3,LIN,Racing Bulls,8,MEDIUM,3,0,98.518,2.1709999999999923,0.6879999999999882,5021.7465163,4991.2201000000005,-30.526416299999255,15,12,0.18169523809523747,0.31960000000000094,stay_out,19.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.53s, pit recovery probability: 0.18, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.33s."
Japan,2026,3,VER,Red Bull Racing,9,MEDIUM,3,0,99.20599999999999,0.6879999999999882,0.9060000000000059,4933.3795875999995,4903.201,-30.178587599999446,10,7,0.17883809523809463,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.18s, pit recovery probability: 0.18, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.44s."
Japan,2026,3,OCO,Haas F1 Team,10,MEDIUM,3,0,100.112,0.9060000000000059,1.0860000000000127,4998.729136600001,4968.583,-30.146136600001228,15,10,0.1759809523809518,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.15s, pit recovery probability: 0.18, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.39s."
Japan,2026,3,HAD,Red Bull Racing,11,MEDIUM,3,0,101.19800000000001,1.0860000000000127,0.8100000000000023,5011.202893000001,4981.078,-30.124893000000156,16,12,0.1731238095238089,0.31960000000000094,stay_out,20.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.12s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.42s."
Japan,2026,3,LAW,Racing Bulls,12,MEDIUM,3,0,102.00800000000001,0.8100000000000023,1.0249999999999773,4946.13061,4916.002,-30.128609999999753,12,9,0.17026666666666607,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.13s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.41s."
Japan,2026,3,COL,Alpine,13,MEDIUM,3,0,103.03299999999999,1.0249999999999773,0.8460000000000036,5028.7971181,4998.673000000001,-30.124118099999578,18,15,0.16740952380952318,0.31960000000000094,stay_out,18.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.12s, pit recovery probability: 0.17, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.42s."
Japan,2026,3,BEA,Haas F1 Team,14,MEDIUM,3,0,103.87899999999999,0.8460000000000036,0.5840000000000032,5016.5548894,4986.4839999999995,-30.07088940000085,18,14,0.16455238095238034,0.31960000000000094,stay_out,17.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.07s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.47s."
Japan,2026,3,BOR,Audi,15,MEDIUM,3,0,104.463,0.5840000000000032,0.5749999999999886,5002.656883000001,4972.612000000001,-30.044882999999572,17,13,0.1616952380952375,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.04s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.50s."
Japan,2026,3,SAI,Williams,16,MEDIUM,3,0,105.03799999999998,0.5749999999999886,0.0,5020.5688375,4990.258,-30.31083750000016,19,15,0.1588380952380946,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.31s, pit recovery probability: 0.16, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.23s."
Japan,2026,3,ALB,Williams,17,MEDIUM,3,0,0.3329999999999984,0.0,0.0,5034.058,5003.518,-30.539999999999964,19,18,0.15598095238095178,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.54s, pit recovery probability: 0.16, stay-out overtake probability: 0.32."
Japan,2026,3,HUL,Audi,18,MEDIUM,3,0,0.0,0.0,1.6899999999999977,5014.922734,4984.495,-30.427733999999873,19,15,0.18799047619047815,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.43s, pit recovery probability: 0.19, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.11s."
Japan,2026,3,PER,Cadillac,19,MEDIUM,3,0,1.6899999999999977,1.6899999999999977,0.8509999999999991,5048.8016536000005,5018.6140000000005,-30.187653599999976,20,19,0.19560952380952573,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.19s, pit recovery probability: 0.20, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.35s."
Japan,2026,3,ALO,Aston Martin,20,MEDIUM,3,0,2.540999999999997,0.8509999999999991,0.0,5096.890919500001,5066.554,-30.336919500000477,22,20,0.20322857142857337,0.31960000000000094,stay_out,27.0,,,,,no_signal_before_actual_stop,no_confirmed_signal_before_actual_stop,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.34s, pit recovery probability: 0.20, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.20s."
Japan,2026,3,STR,Aston Martin,21,MEDIUM,3,0,2.0490000000000066,0.0,1.070999999999998,5115.0519406,5084.71,-30.34194060000027,22,21,0.21084761904762095,0.31960000000000094,stay_out,,,,,,no_actual_stop_reference,no_actual_stop_reference,"Stay out is preferred for now because pit-cycle recovery odds are limited. Net pit-now gain: -30.34s, pit recovery probability: 0.21, stay-out overtake probability: 0.32. Undercut/cover pressure: 0.20s."
